nifti_id,slice_index,tumor_ratio,tumor_area_in_pixel,brain_area_in_pixel,tumor_area_in_µm,brain_area_in_µm
BraTS-GLI-00036-000,60,0.1406,2999,21323,2999.0,21323.0
BraTS-GLI-00036-000,61,0.1404,3004,21390,3004.0,21390.0
BraTS-GLI-00036-000,62,0.142,3049,21466,3049.0,21466.0
BraTS-GLI-00036-000,63,0.1419,3051,21502,3051.0,21502.0
BraTS-GLI-00036-000,64,0.1417,3051,21530,3051.0,21530.0
BraTS-GLI-00036-000,65,0.1419,3054,21520,3054.0,21520.0
BraTS-GLI-00036-000,66,0.1414,3038,21481,3038.0,21481.0
BraTS-GLI-00036-000,67,0.1423,3054,21460,3054.0,21460.0
BraTS-GLI-00036-000,68,0.1422,3049,21437,3049.0,21437.0
BraTS-GLI-00036-000,69,0.1406,3011,21417,3011.0,21417.0
BraTS-GLI-00036-000,70,0.1422,3044,21411,3044.0,21411.0
BraTS-GLI-00036-000,71,0.1432,3061,21379,3061.0,21379.0
BraTS-GLI-00036-000,72,0.1463,3120,21328,3120.0,21328.0
BraTS-GLI-00036-000,73,0.1495,3181,21271,3181.0,21271.0
BraTS-GLI-00036-000,74,0.1503,3187,21210,3187.0,21210.0
BraTS-GLI-00036-000,75,0.1532,3242,21159,3242.0,21159.0
BraTS-GLI-00036-000,76,0.1578,3326,21077,3326.0,21077.0
BraTS-GLI-00036-000,77,0.1611,3383,20994,3383.0,20994.0
BraTS-GLI-00036-000,78,0.1652,3453,20896,3453.0,20896.0
BraTS-GLI-00036-000,79,0.1681,3494,20786,3494.0,20786.0
BraTS-GLI-00036-000,80,0.1677,3465,20657,3465.0,20657.0
BraTS-GLI-00036-000,81,0.166,3401,20492,3401.0,20492.0
BraTS-GLI-00036-000,82,0.1626,3301,20305,3301.0,20305.0
BraTS-GLI-00036-000,83,0.1605,3231,20129,3231.0,20129.0
BraTS-GLI-00036-000,84,0.158,3158,19985,3158.0,19985.0
BraTS-GLI-00036-000,85,0.1533,3038,19816,3038.0,19816.0
BraTS-GLI-00036-000,86,0.1486,2916,19621,2916.0,19621.0
BraTS-GLI-00036-000,87,0.142,2757,19419,2757.0,19419.0
BraTS-GLI-00036-000,88,0.1385,2660,19203,2660.0,19203.0
BraTS-GLI-00036-000,89,0.1331,2527,18983,2527.0,18983.0
BraTS-GLI-00036-000,90,0.1323,2481,18755,2481.0,18755.0
BraTS-GLI-00036-000,91,0.1247,2310,18531,2310.0,18531.0
BraTS-GLI-00036-000,92,0.1147,2100,18311,2100.0,18311.0
BraTS-GLI-00036-000,93,0.111,1993,17959,1993.0,17959.0
BraTS-GLI-00036-000,94,0.1067,1889,17707,1889.0,17707.0
BraTS-GLI-00036-000,95,0.1022,1782,17434,1782.0,17434.0
BraTS-GLI-00036-000,96,0.1002,1722,17189,1722.0,17189.0
BraTS-GLI-00036-000,97,0.099,1674,16903,1674.0,16903.0
BraTS-GLI-00036-000,98,0.0991,1637,16526,1637.0,16526.0
BraTS-GLI-00036-000,99,0.0966,1564,16190,1564.0,16190.0
BraTS-GLI-00036-000,100,0.0873,1384,15847,1384.0,15847.0
BraTS-GLI-00036-000,101,0.0777,1205,15508,1205.0,15508.0
BraTS-GLI-00036-000,102,0.0646,975,15085,975.0,15085.0
BraTS-GLI-00036-000,103,0.0549,803,14639,803.0,14639.0
BraTS-GLI-00036-000,104,0.0447,639,14289,639.0,14289.0
BraTS-GLI-00036-000,105,0.0371,518,13974,518.0,13974.0
BraTS-GLI-00036-000,106,0.0323,437,13516,437.0,13516.0
BraTS-GLI-00036-000,107,0.0259,338,13069,338.0,13069.0
BraTS-GLI-00036-000,108,0.0177,224,12666,224.0,12666.0
BraTS-GLI-00036-000,109,0.0073,89,12257,89.0,12257.0
BraTS-GLI-00036-000,110,0.0002,2,11815,2.0,11815.0
BraTS-GLI-01494-000,40,0.0331,304,9178,304.0,9178.0
BraTS-GLI-01494-000,41,0.0412,398,9671,398.0,9671.0
BraTS-GLI-01494-000,42,0.0524,521,9940,521.0,9940.0
BraTS-GLI-01494-000,43,0.0629,656,10435,656.0,10435.0
BraTS-GLI-01494-000,44,0.0758,803,10594,803.0,10594.0
BraTS-GLI-01494-000,45,0.0921,1003,10890,1003.0,10890.0
BraTS-GLI-01494-000,46,0.1072,1186,11067,1186.0,11067.0
BraTS-GLI-01494-000,47,0.1163,1320,11352,1320.0,11352.0
BraTS-GLI-01494-000,48,0.1249,1443,11555,1443.0,11555.0
BraTS-GLI-01494-000,49,0.1313,1550,11802,1550.0,11802.0
BraTS-GLI-01494-000,50,0.1408,1681,11935,1681.0,11935.0
BraTS-GLI-01494-000,51,0.1495,1814,12133,1814.0,12133.0
BraTS-GLI-01494-000,52,0.1567,1916,12229,1916.0,12229.0
BraTS-GLI-01494-000,53,0.1638,2026,12369,2026.0,12369.0
BraTS-GLI-01494-000,54,0.1721,2146,12466,2146.0,12466.0
BraTS-GLI-01494-000,55,0.1785,2254,12628,2254.0,12628.0
BraTS-GLI-01494-000,56,0.1861,2363,12698,2363.0,12698.0
BraTS-GLI-01494-000,57,0.1895,2432,12837,2432.0,12837.0
BraTS-GLI-01494-000,58,0.193,2492,12911,2492.0,12911.0
BraTS-GLI-01494-000,59,0.1904,2525,13259,2525.0,13259.0
BraTS-GLI-01494-000,60,0.1889,2523,13357,2523.0,13357.0
BraTS-GLI-01494-000,61,0.1902,2582,13573,2582.0,13573.0
BraTS-GLI-01494-000,62,0.1963,2676,13629,2676.0,13629.0
BraTS-GLI-01494-000,63,0.202,2796,13841,2796.0,13841.0
BraTS-GLI-01494-000,64,0.2086,2897,13887,2897.0,13887.0
BraTS-GLI-01494-000,65,0.2147,3016,14045,3016.0,14045.0
BraTS-GLI-01494-000,66,0.219,3096,14139,3096.0,14139.0
BraTS-GLI-01494-000,67,0.2195,3137,14294,3137.0,14294.0
BraTS-GLI-01494-000,68,0.2216,3183,14362,3183.0,14362.0
BraTS-GLI-01494-000,69,0.2222,3235,14559,3235.0,14559.0
BraTS-GLI-01494-000,70,0.2252,3297,14642,3297.0,14642.0
BraTS-GLI-01494-000,71,0.2263,3366,14874,3366.0,14874.0
BraTS-GLI-01494-000,72,0.2266,3393,14974,3393.0,14974.0
BraTS-GLI-01494-000,73,0.2229,3390,15210,3390.0,15210.0
BraTS-GLI-01494-000,74,0.2247,3435,15290,3435.0,15290.0
BraTS-GLI-01494-000,75,0.2223,3444,15493,3444.0,15493.0
BraTS-GLI-01494-000,76,0.217,3368,15521,3368.0,15521.0
BraTS-GLI-01494-000,77,0.2166,3383,15621,3383.0,15621.0
BraTS-GLI-01494-000,78,0.2147,3363,15663,3363.0,15663.0
BraTS-GLI-01494-000,79,0.2171,3404,15682,3404.0,15682.0
BraTS-GLI-01494-000,80,0.2188,3432,15684,3432.0,15684.0
BraTS-GLI-01494-000,81,0.2231,3507,15722,3507.0,15722.0
BraTS-GLI-01494-000,82,0.2286,3595,15726,3595.0,15726.0
BraTS-GLI-01494-000,83,0.2333,3672,15737,3672.0,15737.0
BraTS-GLI-01494-000,84,0.2391,3755,15708,3755.0,15708.0
BraTS-GLI-01494-000,85,0.2462,3859,15677,3859.0,15677.0
BraTS-GLI-01494-000,86,0.2457,3842,15636,3842.0,15636.0
BraTS-GLI-01494-000,87,0.2445,3816,15610,3816.0,15610.0
BraTS-GLI-01494-000,88,0.2423,3775,15580,3775.0,15580.0
BraTS-GLI-01494-000,89,0.2405,3734,15527,3734.0,15527.0
BraTS-GLI-01494-000,90,0.2378,3681,15481,3681.0,15481.0
BraTS-GLI-01494-000,91,0.2369,3656,15430,3656.0,15430.0
BraTS-GLI-01494-000,92,0.2377,3652,15366,3652.0,15366.0
BraTS-GLI-01494-000,93,0.2368,3622,15294,3622.0,15294.0
BraTS-GLI-01494-000,94,0.2355,3589,15241,3589.0,15241.0
BraTS-GLI-01494-000,95,0.2319,3510,15133,3510.0,15133.0
BraTS-GLI-01494-000,96,0.226,3400,15045,3400.0,15045.0
BraTS-GLI-01494-000,97,0.2203,3278,14883,3278.0,14883.0
BraTS-GLI-01494-000,98,0.2134,3148,14752,3148.0,14752.0
BraTS-GLI-01494-000,99,0.2054,2994,14574,2994.0,14574.0
BraTS-GLI-01494-000,100,0.1953,2816,14418,2816.0,14418.0
BraTS-GLI-01494-000,101,0.1879,2669,14206,2669.0,14206.0
BraTS-GLI-01494-000,102,0.179,2511,14026,2511.0,14026.0
BraTS-GLI-01494-000,103,0.1718,2370,13792,2370.0,13792.0
BraTS-GLI-01494-000,104,0.1671,2265,13554,2265.0,13554.0
BraTS-GLI-01494-000,105,0.1618,2144,13248,2144.0,13248.0
BraTS-GLI-01494-000,106,0.1552,2014,12977,2014.0,12977.0
BraTS-GLI-01494-000,107,0.1483,1871,12616,1871.0,12616.0
BraTS-GLI-01494-000,108,0.1384,1707,12338,1707.0,12338.0
BraTS-GLI-01494-000,109,0.1232,1480,12013,1480.0,12013.0
BraTS-GLI-01494-000,110,0.1097,1288,11743,1288.0,11743.0
BraTS-GLI-01494-000,111,0.0939,1073,11426,1073.0,11426.0
BraTS-GLI-01494-000,112,0.0706,785,11126,785.0,11126.0
BraTS-GLI-01494-000,113,0.0457,492,10767,492.0,10767.0
BraTS-GLI-01494-000,114,0.023,241,10471,241.0,10471.0
BraTS-GLI-01494-000,115,0.0048,49,10116,49.0,10116.0
BraTS-GLI-01354-000,55,0.0018,25,13699,25.0,13699.0
BraTS-GLI-01354-000,56,0.0047,66,14070,66.0,14070.0
BraTS-GLI-01354-000,57,0.0078,112,14417,112.0,14417.0
BraTS-GLI-01354-000,58,0.0117,172,14707,172.0,14707.0
BraTS-GLI-01354-000,59,0.0165,246,14894,246.0,14894.0
BraTS-GLI-01354-000,60,0.0209,315,15057,315.0,15057.0
BraTS-GLI-01354-000,61,0.0277,422,15212,422.0,15212.0
BraTS-GLI-01354-000,62,0.0353,544,15413,544.0,15413.0
BraTS-GLI-01354-000,63,0.041,639,15574,639.0,15574.0
BraTS-GLI-01354-000,64,0.0477,756,15850,756.0,15850.0
BraTS-GLI-01354-000,65,0.0545,871,15989,871.0,15989.0
BraTS-GLI-01354-000,66,0.056,905,16154,905.0,16154.0
BraTS-GLI-01354-000,67,0.0549,897,16330,897.0,16330.0
BraTS-GLI-01354-000,68,0.0573,947,16528,947.0,16528.0
BraTS-GLI-01354-000,69,0.0619,1035,16709,1035.0,16709.0
BraTS-GLI-01354-000,70,0.0649,1094,16849,1094.0,16849.0
BraTS-GLI-01354-000,71,0.0674,1143,16951,1143.0,16951.0
BraTS-GLI-01354-000,72,0.0688,1172,17027,1172.0,17027.0
BraTS-GLI-01354-000,73,0.0698,1191,17065,1191.0,17065.0
BraTS-GLI-01354-000,74,0.0679,1161,17095,1161.0,17095.0
BraTS-GLI-01354-000,75,0.068,1163,17114,1163.0,17114.0
BraTS-GLI-01354-000,76,0.066,1129,17118,1129.0,17118.0
BraTS-GLI-01354-000,77,0.0652,1116,17126,1116.0,17126.0
BraTS-GLI-01354-000,78,0.0638,1092,17115,1092.0,17115.0
BraTS-GLI-01354-000,79,0.0658,1125,17088,1125.0,17088.0
BraTS-GLI-01354-000,80,0.0703,1199,17063,1199.0,17063.0
BraTS-GLI-01354-000,81,0.0758,1290,17019,1290.0,17019.0
BraTS-GLI-01354-000,82,0.0824,1398,16969,1398.0,16969.0
BraTS-GLI-01354-000,83,0.0907,1535,16925,1535.0,16925.0
BraTS-GLI-01354-000,84,0.0968,1632,16865,1632.0,16865.0
BraTS-GLI-01354-000,85,0.1016,1707,16801,1707.0,16801.0
BraTS-GLI-01354-000,86,0.1036,1736,16750,1736.0,16750.0
BraTS-GLI-01354-000,87,0.1054,1759,16691,1759.0,16691.0
BraTS-GLI-01354-000,88,0.1075,1785,16609,1785.0,16609.0
BraTS-GLI-01354-000,89,0.1118,1847,16520,1847.0,16520.0
BraTS-GLI-01354-000,90,0.1146,1879,16396,1879.0,16396.0
BraTS-GLI-01354-000,91,0.1155,1878,16259,1878.0,16259.0
BraTS-GLI-01354-000,92,0.1165,1878,16124,1878.0,16124.0
BraTS-GLI-01354-000,93,0.1148,1831,15945,1831.0,15945.0
BraTS-GLI-01354-000,94,0.1128,1782,15797,1782.0,15797.0
BraTS-GLI-01354-000,95,0.1106,1730,15641,1730.0,15641.0
BraTS-GLI-01354-000,96,0.1073,1650,15375,1650.0,15375.0
BraTS-GLI-01354-000,97,0.1022,1560,15258,1560.0,15258.0
BraTS-GLI-01354-000,98,0.1012,1525,15063,1525.0,15063.0
BraTS-GLI-01354-000,99,0.1004,1493,14877,1493.0,14877.0
BraTS-GLI-01354-000,100,0.0921,1351,14670,1351.0,14670.0
BraTS-GLI-01354-000,101,0.0763,1101,14439,1101.0,14439.0
BraTS-GLI-01354-000,102,0.0656,932,14211,932.0,14211.0
BraTS-GLI-01354-000,103,0.0593,830,13987,830.0,13987.0
BraTS-GLI-01354-000,104,0.0552,760,13764,760.0,13764.0
BraTS-GLI-01354-000,105,0.0532,719,13514,719.0,13514.0
BraTS-GLI-01354-000,106,0.049,649,13258,649.0,13258.0
BraTS-GLI-01354-000,107,0.0439,569,12962,569.0,12962.0
BraTS-GLI-01354-000,108,0.0395,501,12687,501.0,12687.0
BraTS-GLI-01354-000,109,0.0333,413,12398,413.0,12398.0
BraTS-GLI-01354-000,110,0.0276,333,12081,333.0,12081.0
BraTS-GLI-01354-000,111,0.0208,245,11796,245.0,11796.0
BraTS-GLI-01354-000,112,0.0165,190,11497,190.0,11497.0
BraTS-GLI-01354-000,113,0.0117,131,11222,131.0,11222.0
BraTS-GLI-01354-000,114,0.0095,104,10908,104.0,10908.0
BraTS-GLI-01354-000,115,0.01,106,10559,106.0,10559.0
BraTS-GLI-00286-000,40,0.0248,367,14827,367.0,14827.0
BraTS-GLI-00286-000,41,0.0321,482,15003,482.0,15003.0
BraTS-GLI-00286-000,42,0.0376,570,15155,570.0,15155.0
BraTS-GLI-00286-000,43,0.0579,885,15276,885.0,15276.0
BraTS-GLI-00286-000,44,0.068,1046,15380,1046.0,15380.0
BraTS-GLI-00286-000,45,0.0974,1507,15466,1507.0,15466.0
BraTS-GLI-00286-000,46,0.099,1538,15528,1538.0,15528.0
BraTS-GLI-00286-000,47,0.1079,1680,15567,1680.0,15567.0
BraTS-GLI-00286-000,48,0.1056,1647,15596,1647.0,15596.0
BraTS-GLI-00286-000,49,0.1132,1768,15619,1768.0,15619.0
BraTS-GLI-00286-000,50,0.1043,1631,15641,1631.0,15641.0
BraTS-GLI-00286-000,51,0.094,1476,15702,1476.0,15702.0
BraTS-GLI-00286-000,52,0.0925,1460,15790,1460.0,15790.0
BraTS-GLI-00286-000,53,0.0896,1438,16054,1438.0,16054.0
BraTS-GLI-00286-000,54,0.0773,1286,16646,1286.0,16646.0
BraTS-GLI-00286-000,55,0.0646,1089,16866,1089.0,16866.0
BraTS-GLI-00286-000,56,0.0416,711,17105,711.0,17105.0
BraTS-GLI-00286-000,57,0.0332,574,17303,574.0,17303.0
BraTS-GLI-00286-000,58,0.0296,518,17489,518.0,17489.0
BraTS-GLI-00286-000,59,0.0256,453,17677,453.0,17677.0
BraTS-GLI-00286-000,60,0.0253,451,17820,451.0,17820.0
BraTS-GLI-00286-000,61,0.0229,411,17974,411.0,17974.0
BraTS-GLI-00286-000,62,0.0145,263,18133,263.0,18133.0
BraTS-GLI-00286-000,63,0.0111,203,18288,203.0,18288.0
BraTS-GLI-00286-000,64,0.0084,155,18450,155.0,18450.0
BraTS-GLI-00286-000,65,0.008,149,18607,149.0,18607.0
BraTS-GLI-00286-000,66,0.0077,144,18756,144.0,18756.0
BraTS-GLI-00286-000,67,0.0061,116,18903,116.0,18903.0
BraTS-GLI-00286-000,68,0.0061,116,19044,116.0,19044.0
BraTS-GLI-00286-000,69,0.0048,92,19164,92.0,19164.0
BraTS-GLI-00286-000,70,0.0026,50,19307,50.0,19307.0
BraTS-GLI-00286-000,71,0.0019,37,19432,37.0,19432.0
BraTS-GLI-00286-000,72,0.0026,51,19511,51.0,19511.0
BraTS-GLI-00286-000,73,0.0053,104,19567,104.0,19567.0
BraTS-GLI-00286-000,74,0.0093,183,19609,183.0,19609.0
BraTS-GLI-00286-000,75,0.016,314,19647,314.0,19647.0
BraTS-GLI-00286-000,76,0.0236,464,19664,464.0,19664.0
BraTS-GLI-00286-000,77,0.033,648,19663,648.0,19663.0
BraTS-GLI-00286-000,78,0.0433,852,19662,852.0,19662.0
BraTS-GLI-00286-000,79,0.0516,1014,19633,1014.0,19633.0
BraTS-GLI-00286-000,80,0.0586,1148,19586,1148.0,19586.0
BraTS-GLI-00286-000,81,0.0665,1299,19537,1299.0,19537.0
BraTS-GLI-00286-000,82,0.0766,1491,19453,1491.0,19453.0
BraTS-GLI-00286-000,83,0.0851,1650,19390,1650.0,19390.0
BraTS-GLI-00286-000,84,0.0958,1849,19305,1849.0,19305.0
BraTS-GLI-00286-000,85,0.1017,1954,19215,1954.0,19215.0
BraTS-GLI-00286-000,86,0.1034,1974,19096,1974.0,19096.0
BraTS-GLI-00286-000,87,0.1009,1914,18972,1914.0,18972.0
BraTS-GLI-00286-000,88,0.1038,1957,18845,1957.0,18845.0
BraTS-GLI-00286-000,89,0.1032,1930,18708,1930.0,18708.0
BraTS-GLI-00286-000,90,0.0996,1849,18571,1849.0,18571.0
BraTS-GLI-00286-000,91,0.0936,1723,18403,1723.0,18403.0
BraTS-GLI-00286-000,92,0.086,1568,18238,1568.0,18238.0
BraTS-GLI-00286-000,93,0.078,1408,18051,1408.0,18051.0
BraTS-GLI-00286-000,94,0.0729,1301,17856,1301.0,17856.0
BraTS-GLI-00286-000,95,0.0698,1232,17644,1232.0,17644.0
BraTS-GLI-00286-000,96,0.0675,1176,17425,1176.0,17425.0
BraTS-GLI-00286-000,97,0.0615,1055,17166,1055.0,17166.0
BraTS-GLI-00286-000,98,0.0587,991,16884,991.0,16884.0
BraTS-GLI-00286-000,99,0.0548,912,16637,912.0,16637.0
BraTS-GLI-00286-000,100,0.0552,904,16363,904.0,16363.0
BraTS-GLI-00286-000,101,0.0558,898,16096,898.0,16096.0
BraTS-GLI-00286-000,102,0.0547,866,15836,866.0,15836.0
BraTS-GLI-00286-000,103,0.0556,864,15547,864.0,15547.0
BraTS-GLI-00286-000,104,0.0563,858,15250,858.0,15250.0
BraTS-GLI-00286-000,105,0.0565,844,14929,844.0,14929.0
BraTS-GLI-00286-000,106,0.0549,802,14603,802.0,14603.0
BraTS-GLI-00286-000,107,0.053,757,14277,757.0,14277.0
BraTS-GLI-00286-000,108,0.0504,703,13948,703.0,13948.0
BraTS-GLI-00286-000,109,0.0462,630,13641,630.0,13641.0
BraTS-GLI-00286-000,110,0.0443,590,13319,590.0,13319.0
BraTS-GLI-00286-000,111,0.0427,553,12955,553.0,12955.0
BraTS-GLI-00286-000,112,0.0429,542,12631,542.0,12631.0
BraTS-GLI-00286-000,113,0.0436,536,12294,536.0,12294.0
BraTS-GLI-00286-000,114,0.0436,521,11957,521.0,11957.0
BraTS-GLI-00286-000,115,0.0443,513,11583,513.0,11583.0
BraTS-GLI-00318-000,40,0.1111,1746,15719,1746.0,15719.0
BraTS-GLI-00318-000,41,0.1215,1964,16164,1964.0,16164.0
BraTS-GLI-00318-000,42,0.1319,2201,16683,2201.0,16683.0
BraTS-GLI-00318-000,43,0.1437,2455,17088,2455.0,17088.0
BraTS-GLI-00318-000,44,0.1583,2760,17439,2760.0,17439.0
BraTS-GLI-00318-000,45,0.1716,3046,17753,3046.0,17753.0
BraTS-GLI-00318-000,46,0.1872,3375,18028,3375.0,18028.0
BraTS-GLI-00318-000,47,0.2026,3702,18272,3702.0,18272.0
BraTS-GLI-00318-000,48,0.2157,3992,18508,3992.0,18508.0
BraTS-GLI-00318-000,49,0.2268,4249,18732,4249.0,18732.0
BraTS-GLI-00318-000,50,0.238,4496,18888,4496.0,18888.0
BraTS-GLI-00318-000,51,0.2412,4590,19029,4590.0,19029.0
BraTS-GLI-00318-000,52,0.2477,4754,19190,4754.0,19190.0
BraTS-GLI-00318-000,53,0.2508,4844,19315,4844.0,19315.0
BraTS-GLI-00318-000,54,0.2506,4864,19412,4864.0,19412.0
BraTS-GLI-00318-000,55,0.2507,4893,19519,4893.0,19519.0
BraTS-GLI-00318-000,56,0.2493,4881,19581,4881.0,19581.0
BraTS-GLI-00318-000,57,0.2447,4810,19660,4810.0,19660.0
BraTS-GLI-00318-000,58,0.2431,4793,19716,4793.0,19716.0
BraTS-GLI-00318-000,59,0.2386,4712,19750,4712.0,19750.0
BraTS-GLI-00318-000,60,0.2322,4587,19758,4587.0,19758.0
BraTS-GLI-00318-000,61,0.2266,4485,19789,4485.0,19789.0
BraTS-GLI-00318-000,62,0.2218,4388,19781,4388.0,19781.0
BraTS-GLI-00318-000,63,0.216,4274,19788,4274.0,19788.0
BraTS-GLI-00318-000,64,0.2103,4160,19777,4160.0,19777.0
BraTS-GLI-00318-000,65,0.2041,4034,19761,4034.0,19761.0
BraTS-GLI-00318-000,66,0.2036,4020,19745,4020.0,19745.0
BraTS-GLI-00318-000,67,0.1995,3933,19710,3933.0,19710.0
BraTS-GLI-00318-000,68,0.191,3755,19659,3755.0,19659.0
BraTS-GLI-00318-000,69,0.1806,3542,19608,3542.0,19608.0
BraTS-GLI-00318-000,70,0.1728,3379,19550,3379.0,19550.0
BraTS-GLI-00318-000,71,0.161,3136,19480,3136.0,19480.0
BraTS-GLI-00318-000,72,0.1526,2961,19404,2961.0,19404.0
BraTS-GLI-00318-000,73,0.1458,2818,19325,2818.0,19325.0
BraTS-GLI-00318-000,74,0.1395,2685,19245,2685.0,19245.0
BraTS-GLI-00318-000,75,0.1352,2586,19122,2586.0,19122.0
BraTS-GLI-00318-000,76,0.1289,2453,19035,2453.0,19035.0
BraTS-GLI-00318-000,77,0.1241,2347,18918,2347.0,18918.0
BraTS-GLI-00318-000,78,0.1204,2264,18802,2264.0,18802.0
BraTS-GLI-00318-000,79,0.1175,2196,18687,2196.0,18687.0
BraTS-GLI-00318-000,80,0.1124,2084,18540,2084.0,18540.0
BraTS-GLI-00318-000,81,0.1087,1997,18379,1997.0,18379.0
BraTS-GLI-00318-000,82,0.1034,1886,18233,1886.0,18233.0
BraTS-GLI-00318-000,83,0.0985,1778,18043,1778.0,18043.0
BraTS-GLI-00318-000,84,0.0919,1643,17883,1643.0,17883.0
BraTS-GLI-00318-000,85,0.0845,1498,17721,1498.0,17721.0
BraTS-GLI-00318-000,86,0.0805,1411,17533,1411.0,17533.0
BraTS-GLI-00318-000,87,0.0753,1308,17362,1308.0,17362.0
BraTS-GLI-00318-000,88,0.0672,1154,17168,1154.0,17168.0
BraTS-GLI-00318-000,89,0.0557,946,16972,946.0,16972.0
BraTS-GLI-00318-000,90,0.0414,693,16743,693.0,16743.0
BraTS-GLI-00318-000,91,0.0342,565,16517,565.0,16517.0
BraTS-GLI-00318-000,92,0.0277,451,16301,451.0,16301.0
BraTS-GLI-00318-000,93,0.0255,409,16067,409.0,16067.0
BraTS-GLI-00318-000,94,0.0228,361,15836,361.0,15836.0
BraTS-GLI-00318-000,95,0.0185,288,15599,288.0,15599.0
BraTS-GLI-00318-000,96,0.0157,241,15346,241.0,15346.0
BraTS-GLI-00318-000,97,0.0123,186,15084,186.0,15084.0
BraTS-GLI-00318-000,98,0.0073,109,14834,109.0,14834.0
BraTS-GLI-00318-000,99,0.0037,54,14584,54.0,14584.0
BraTS-GLI-00318-000,100,0.0011,16,14323,16.0,14323.0
BraTS-GLI-00240-000,71,0.0018,31,17486,31.0,17486.0
BraTS-GLI-00240-000,72,0.012,210,17539,210.0,17539.0
BraTS-GLI-00240-000,73,0.0272,478,17591,478.0,17591.0
BraTS-GLI-00240-000,74,0.0394,694,17624,694.0,17624.0
BraTS-GLI-00240-000,75,0.0513,907,17669,907.0,17669.0
BraTS-GLI-00240-000,76,0.0623,1102,17678,1102.0,17678.0
BraTS-GLI-00240-000,77,0.0731,1291,17671,1291.0,17671.0
BraTS-GLI-00240-000,78,0.0836,1478,17669,1478.0,17669.0
BraTS-GLI-00240-000,79,0.0942,1663,17650,1663.0,17650.0
BraTS-GLI-00240-000,80,0.1067,1881,17626,1881.0,17626.0
BraTS-GLI-00240-000,81,0.1199,2110,17596,2110.0,17596.0
BraTS-GLI-00240-000,82,0.1329,2330,17538,2330.0,17538.0
BraTS-GLI-00240-000,83,0.146,2554,17490,2554.0,17490.0
BraTS-GLI-00240-000,84,0.1574,2745,17436,2745.0,17436.0
BraTS-GLI-00240-000,85,0.1681,2919,17367,2919.0,17367.0
BraTS-GLI-00240-000,86,0.1761,3046,17297,3046.0,17297.0
BraTS-GLI-00240-000,87,0.1861,3196,17175,3196.0,17175.0
BraTS-GLI-00240-000,88,0.1924,3284,17070,3284.0,17070.0
BraTS-GLI-00240-000,89,0.1992,3379,16965,3379.0,16965.0
BraTS-GLI-00240-000,90,0.2034,3424,16834,3424.0,16834.0
BraTS-GLI-00240-000,91,0.2066,3449,16696,3449.0,16696.0
BraTS-GLI-00240-000,92,0.2093,3463,16547,3463.0,16547.0
BraTS-GLI-00240-000,93,0.2102,3448,16403,3448.0,16403.0
BraTS-GLI-00240-000,94,0.2112,3434,16256,3434.0,16256.0
BraTS-GLI-00240-000,95,0.2133,3432,16093,3432.0,16093.0
BraTS-GLI-00240-000,96,0.2132,3392,15909,3392.0,15909.0
BraTS-GLI-00240-000,97,0.2124,3336,15706,3336.0,15706.0
BraTS-GLI-00240-000,98,0.2132,3303,15490,3303.0,15490.0
BraTS-GLI-00240-000,99,0.2161,3300,15268,3300.0,15268.0
BraTS-GLI-00240-000,100,0.2184,3282,15030,3282.0,15030.0
BraTS-GLI-00240-000,101,0.2204,3264,14812,3264.0,14812.0
BraTS-GLI-00240-000,102,0.2242,3263,14554,3263.0,14554.0
BraTS-GLI-00240-000,103,0.2267,3237,14279,3237.0,14279.0
BraTS-GLI-00240-000,104,0.2276,3191,14023,3191.0,14023.0
BraTS-GLI-00240-000,105,0.2282,3132,13726,3132.0,13726.0
BraTS-GLI-00240-000,106,0.2284,3074,13458,3074.0,13458.0
BraTS-GLI-00240-000,107,0.229,3015,13164,3015.0,13164.0
BraTS-GLI-00240-000,108,0.2301,2964,12881,2964.0,12881.0
BraTS-GLI-00240-000,109,0.2292,2887,12594,2887.0,12594.0
BraTS-GLI-00240-000,110,0.2275,2798,12301,2798.0,12301.0
BraTS-GLI-00240-000,111,0.224,2686,11989,2686.0,11989.0
BraTS-GLI-00240-000,112,0.2223,2596,11677,2596.0,11677.0
BraTS-GLI-00240-000,113,0.2232,2532,11342,2532.0,11342.0
BraTS-GLI-00240-000,114,0.225,2477,11010,2477.0,11010.0
BraTS-GLI-00240-000,115,0.2286,2436,10655,2436.0,10655.0
BraTS-GLI-01433-000,48,0.0011,15,13898,15.0,13898.0
BraTS-GLI-01433-000,49,0.0044,62,14013,62.0,14013.0
BraTS-GLI-01433-000,50,0.0081,114,14103,114.0,14103.0
BraTS-GLI-01433-000,51,0.0093,133,14334,133.0,14334.0
BraTS-GLI-01433-000,52,0.0114,169,14769,169.0,14769.0
BraTS-GLI-01433-000,53,0.0192,293,15295,293.0,15295.0
BraTS-GLI-01433-000,54,0.0214,339,15821,339.0,15821.0
BraTS-GLI-01433-000,55,0.0209,338,16195,338.0,16195.0
BraTS-GLI-01433-000,56,0.0288,472,16368,472.0,16368.0
BraTS-GLI-01433-000,57,0.0346,574,16575,574.0,16575.0
BraTS-GLI-01433-000,58,0.0398,666,16728,666.0,16728.0
BraTS-GLI-01433-000,59,0.0433,733,16927,733.0,16927.0
BraTS-GLI-01433-000,60,0.0527,898,17055,898.0,17055.0
BraTS-GLI-01433-000,61,0.0603,1039,17232,1039.0,17232.0
